Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
PORSCHE 718 Cayman GT4,4,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0S82,small car,3,16,23,19,3,No,473
PORSCHE 718 Cayman GT4,4,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0S82,small car,3,16,23,19,3,No,473
PORSCHE 718 Spyder,4,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0S82,small car,3,16,23,19,3,No,473
PORSCHE 718 Spyder,4,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0S82,small car,3,16,23,19,3,No,473
PORSCHE 911 Carrera,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,18,24,20,4,No,440
PORSCHE 911 Carrera,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,18,24,20,4,No,440
PORSCHE 911 Carrera 4,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,18,24,20,4,No,442
PORSCHE 911 Carrera 4,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,18,24,20,4,No,442
PORSCHE 911 Carrera 4 Cabriolet,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,18,24,20,4,No,443
PORSCHE 911 Carrera 4 Cabriolet,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,18,24,20,4,No,443
PORSCHE 911 Carrera 4S,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,18,23,20,4,No,445
PORSCHE 911 Carrera 4S,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,18,23,20,4,No,445
PORSCHE 911 Carrera 4S,3,6,Man-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,17,24,20,4,No,443
PORSCHE 911 Carrera 4S,3,6,Man-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,17,24,20,4,No,443
PORSCHE 911 Carrera 4S Cabriolet,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,18,23,20,4,No,445
PORSCHE 911 Carrera 4S Cabriolet,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,18,23,20,4,No,445
PORSCHE 911 Carrera 4S Cabriolet,3,6,Man-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,17,24,20,4,No,451
PORSCHE 911 Carrera 4S Cabriolet,3,6,Man-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,17,24,20,4,No,451
PORSCHE 911 Carrera Cabriolet,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,17,24,20,4,No,453
PORSCHE 911 Carrera Cabriolet,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,17,24,20,4,No,453
PORSCHE 911 Carrera S,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,18,24,20,4,No,444
PORSCHE 911 Carrera S,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,18,24,20,4,No,444
PORSCHE 911 Carrera S,3,6,Man-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,17,25,20,4,No,443
PORSCHE 911 Carrera S,3,6,Man-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,17,25,20,4,No,443
PORSCHE 911 Carrera S Cabriolet,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,18,23,20,4,No,444
PORSCHE 911 Carrera S Cabriolet,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,18,23,20,4,No,444
PORSCHE 911 Carrera S Cabriolet,3,6,Man-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0C92,small car,5,17,25,20,4,No,443
PORSCHE 911 Carrera S Cabriolet,3,6,Man-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0C92,small car,5,17,25,20,4,No,443
PORSCHE Boxster,2,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,21,27,24,5,No,375
PORSCHE Boxster,2,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,21,27,24,5,No,375
PORSCHE Boxster,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE Boxster,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,19,25,22,4,No,410
PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,19,25,22,4,No,410
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,19,24,21,4,No,423
PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,19,24,21,4,No,423
PORSCHE Boxster T,2,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,21,27,23,5,No,380
PORSCHE Boxster T,2,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,21,27,23,5,No,380
PORSCHE Boxster T,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE Boxster T,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,standard SUV,5,19,23,20,4,No,432
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,standard SUV,5,19,23,20,4,No,437
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,standard SUV,5,19,23,20,4,No,432
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,standard SUV,5,19,23,20,4,No,437
PORSCHE Cayenne S,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,standard SUV,5,18,22,19,3,No,460
PORSCHE Cayenne S,2.9,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,standard SUV,5,18,22,20,4,No,448
PORSCHE Cayenne S,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,standard SUV,5,18,22,19,3,No,460
PORSCHE Cayenne S,2.9,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,standard SUV,5,18,22,20,4,No,448
PORSCHE Cayenne Turbo,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXT04.0CV8,standard SUV,3,15,19,17,3,No,529
PORSCHE Cayenne Turbo,4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXT04.0CV8,standard SUV,3,15,19,17,3,No,535
PORSCHE Cayenne Turbo,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXT04.0CV8,standard SUV,3,15,19,17,3,No,529
PORSCHE Cayenne Turbo,4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXT04.0CV8,standard SUV,3,15,19,17,3,No,535
PORSCHE Cayenne Turbo S e-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LPRXT04.0CH8,standard SUV,3,16/34,20/46,18/39,5,No,362
PORSCHE Cayenne Turbo S e-Hybrid,4,8,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LPRXT04.0CH8,standard SUV,3,16/34,20/46,18/39,5,No,362
PORSCHE Cayenne e-Hybrid,3,6,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LPRXT03.0CH6,standard SUV,3,20/45,22/37,21/41,7,No,293
PORSCHE Cayenne e-Hybrid,3,6,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LPRXT03.0CH6,standard SUV,3,20/45,22/37,21/41,7,No,293
PORSCHE Cayman,2,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,21,27,24,5,No,375
PORSCHE Cayman,2,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,21,27,24,5,No,375
PORSCHE Cayman,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE Cayman,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSCHE Cayman S,2.5,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,19,25,22,4,No,410
PORSCHE Cayman S,2.5,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,19,25,22,4,No,410
PORSCHE Cayman S,2.5,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,19,24,21,4,No,423
PORSCHE Cayman S,2.5,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,19,24,21,4,No,423
PORSCHE Macan,2,4,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT02.0MR4,small SUV,5,19,23,21,4,No,426
PORSCHE Macan,2,4,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT02.0MR4,small SUV,5,19,23,21,4,No,426
PORSCHE Macan GTS,2.9,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,small SUV,5,17,22,19,3,No,459
PORSCHE Macan GTS,2.9,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,small SUV,5,17,22,19,3,No,459
PORSCHE Macan S,3,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,small SUV,5,18,23,20,4,No,438
PORSCHE Macan S,3,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,small SUV,5,18,23,20,4,No,438
PORSCHE Macan Turbo,2.9,6,AMS-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXT03.0CV6,small SUV,5,17,22,19,3,No,463
PORSCHE Macan Turbo,2.9,6,AMS-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXT03.0CV6,small SUV,5,17,22,19,3,No,463
PORSCHE Panamera,3,6,AMS-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,19,27,22,4,No,401
PORSCHE Panamera,3,6,AMS-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,19,27,22,4,No,401
PORSCHE Panamera 4,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,19,26,22,4,No,407
PORSCHE Panamera 4,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,19,26,22,4,No,407
PORSCHE Panamera 4 Executive,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,19,26,22,4,No,407
PORSCHE Panamera 4 Executive,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,19,26,22,4,No,407
PORSCHE Panamera 4 ST,3,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,19,26,22,4,No,403
PORSCHE Panamera 4 ST,3,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,19,26,22,4,No,403
PORSCHE Panamera 4 e-Hybrid,2.9,6,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,LPRXV02.9PH6,large car,5,21/48,24/54,23/51,8,Yes,255
PORSCHE Panamera 4 e-Hybrid,2.9,6,AMS-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,LPRXV02.9PH6,large car,5,21/48,24/54,23/51,8,Yes,255
PORSCHE Panamera 4 e-Hybrid Executive,2.9,6,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,LPRXV02.9PH6,large car,5,21/48,24/54,23/51,8,Yes,255
PORSCHE Panamera 4 e-Hybrid Executive,2.9,6,AMS-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,LPRXV02.9PH6,large car,5,21/48,24/54,23/51,8,Yes,255
PORSCHE Panamera 4 e-Hybrid ST,2.9,6,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,LPRXV02.9PH6,large car,5,21/48,24/54,23/51,8,Yes,255
PORSCHE Panamera 4 e-Hybrid ST,2.9,6,AMS-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,LPRXV02.9PH6,large car,5,21/48,24/54,23/51,8,Yes,255
PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,18,26,21,4,No,419
PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,18,26,21,4,No,419
PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,18,26,21,4,No,419
PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,18,26,21,4,No,419
PORSCHE Panamera 4S ST,2.9,6,AMS-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LPRXV03.0PV6,large car,5,18,24,20,4,No,440
PORSCHE Panamera 4S ST,2.9,6,AMS-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LPRXV03.0PV6,large car,5,18,24,20,4,No,440
PORSCHE Panamera GTS,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,16,23,19,3,No,474
PORSCHE Panamera GTS,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,16,23,19,3,No,474
PORSCHE Panamera GTS ST,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,15,22,18,3,No,503
PORSCHE Panamera GTS ST,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,15,22,18,3,No,503
PORSCHE Panamera Turbo,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,18,25,21,4,No,420
PORSCHE Panamera Turbo,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,18,25,21,4,No,420
PORSCHE Panamera Turbo Exec,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,18,25,21,4,No,420
PORSCHE Panamera Turbo Exec,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,18,25,21,4,No,420
PORSCHE Panamera Turbo S e-Hybrid,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid Exec,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid Exec,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid ST,4,8,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo S e-Hybrid ST,4,8,AMS-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PH8,large car,3,19/46,22/51,20/48,7,No,289
PORSCHE Panamera Turbo ST,4,8,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LPRXV04.0PV8,large car,3,18,23,20,4,No,449
PORSCHE Panamera Turbo ST,4,8,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LPRXV04.0PV8,large car,3,18,23,20,4,No,449
PORSCHE Taycan 4S Perf Battery Plus,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LPRXV00.0EVT,large car,10,68,71,69,10,Elite,0
PORSCHE Taycan 4S Perf Battery Plus,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,LPRXV00.0EVT,large car,10,68,71,69,10,Elite,0
PORSCHE Taycan Turbo,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LPRXV00.0EVT,large car,10,68,71,69,10,Elite,0
PORSCHE Taycan Turbo,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,LPRXV00.0EVT,large car,10,68,71,69,10,Elite,0
PORSCHE Taycan Turbo S,N/A,N/A,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LPRXV00.0EVT,large car,10,67,68,68,10,Elite,0
PORSCHE Taycan Turbo S,N/A,N/A,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,LPRXV00.0EVT,large car,10,67,68,68,10,Elite,0
PORSHCE Cayman T,2,4,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,21,27,23,5,No,380
PORSHCE Cayman T,2,4,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,21,27,23,5,No,380
PORSHCE Cayman T,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
PORSHCE Cayman T,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LPRXV02.5B82,small car,1,20,26,22,4,No,394
RAM 1500,3,6,Auto-8,2WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LCRXT03.05PW,pickup,1,22,32,26,5,No,390
RAM 1500,3,6,Auto-8,2WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LCRXT03.05PW,pickup,1,22,32,26,5,No,390
RAM 1500,3,6,Auto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LCRXT03.05PW,pickup,1,21,29,24,4,No,418
RAM 1500,3,6,Auto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LCRXT03.05PW,pickup,1,21,29,24,4,No,418
RAM 1500,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT03.65P7,pickup,5,20,25,22,4,No,407
RAM 1500,3.6,6,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT03.65P7,pickup,5,20,25,22,4,No,407
RAM 1500,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT03.65P7,pickup,5,19,24,21,4,No,418
RAM 1500,3.6,6,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT03.65P7,pickup,5,19,24,21,4,No,418
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P1,pickup,3,17,23,19,3,No,467
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P1,pickup,3,17,23,19,3,No,467
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT05.75P4,pickup,5,15,22,17,3,No,514
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT05.75P4,pickup,5,15,22,17,3,No,514
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P7,pickup,3,15,22,17,3,No,514
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P7,pickup,3,15,22,17,3,No,514
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P8,pickup,3,17,23,19,3,No,467
RAM 1500,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P8,pickup,3,17,23,19,3,No,467
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P1,pickup,3,17,22,19,3,No,474
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P1,pickup,3,17,22,19,3,No,474
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT05.75P4,pickup,5,15,21,17,3,No,523
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT05.75P4,pickup,5,15,21,17,3,No,523
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P7,pickup,3,15,21,17,3,No,523
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P7,pickup,3,15,21,17,3,No,523
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P8,pickup,3,17,22,19,3,No,474
RAM 1500,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P8,pickup,3,17,22,19,3,No,474
RAM 1500 Classic,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT03.65P1,pickup,3,17,25,20,4,No,450
RAM 1500 Classic,3.6,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT03.65P1,pickup,3,17,25,20,4,No,450
RAM 1500 Classic,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT03.65P1,pickup,3,16,23,19,3,No,475
RAM 1500 Classic,3.6,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT03.65P1,pickup,3,16,23,19,3,No,475
RAM 1500 Classic,5.7,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P2,pickup,3,15,22,17,3,No,513
RAM 1500 Classic,5.7,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P2,pickup,3,15,22,17,3,No,513
RAM 1500 Classic,5.7,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LCRXT05.75P2,pickup,3,15,21,17,3,No,526
RAM 1500 Classic,5.7,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LCRXT05.75P2,pickup,3,15,21,17,3,No,526
RAM 1500 HFE,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LCRXT03.65P7,pickup,5,20,26,23,5,No,394
RAM 1500 HFE,3.6,6,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LCRXT03.65P7,pickup,5,20,26,23,5,No,394
RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LCRXT02.45P1,special purpose,6,21,28,24,5,No,374
RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LCRXT02.45P1,special purpose,6,21,28,24,5,No,374
ROLLS-ROYCE Cullinan,6.7,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.7N74,station wagon,3,12,20,14,1,No,619
ROLLS-ROYCE Cullinan,6.7,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.7N74,station wagon,3,12,20,14,1,No,619
ROLLS-ROYCE Cullinan Black Badge,6.7,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.7N74,station wagon,3,12,20,14,1,No,619
